0,100000
1,99334
2,99292
3,99263
4,99238
5,99219
6,99200
7,99183
8,99167
9,99152
10,99137
11,99122
12,99106
13,99089
14,99070
15,99042
16,99009
17,98964
18,98912
19,98853
20,98791
21,98727
22,98660
23,98594
24,98525
25,98455
26,98383
27,98309
28,98232
29,98149
30,98062
31,97970
32,97873
33,97773
34,97671
35,97568
36,97463
37,97356
38,97245
39,97127
40,97008
41,96880
42,96744
43,96598
44,96439
45,96265
46,96077
47,95869
48,95640
49,95388
50,95109
51,94804
52,94471
53,94104
54,93699
55,93257
56,92767
57,92236
58,91656
59,91017
60,90318
61,89546
62,88699
63,87776
64,86773
65,85673
66,84473
67,83171
68,81762
69,80248
70,78612
71,76856
72,74967
73,72951
74,70791
75,68482
76,66007
77,63354
78,60522
79,57504
80,54307
81,50961
82,47494
83,43918
84,40224
85,36485
86,32710
87,28939
88,25243
89,21697
90,18321
91,15170
92,12325
93,9787
94,7603
95,5786
96,4274
97,3070
98,2140
99,1446
100,946
101,598
102,366
103,216
104,123
105,68
106,36
107,18
108,7
109,3
110,3
