0,100000
1,96185
2,95873.361
3,95757.354
4,95682.663
5,95624.297
6,95577.441
7,95542.077
8,95515.325
9,95491.446
10,95468.528
11,95441.797
12,95418.891
13,95395.866
14,95371.483
15,95345.399
16,95316.328
17,95286.866
18,95256.727
19,95225.53
20,95192.334
21,95159.588
22,95129.042
23,95099.752
24,95068.826
25,95036.864
26,95004.608
27,94971.309
28,94935.999
29,94899.012
30,94858.158
31,94810.89
32,94759.768
33,94706.968
34,94648.581
35,94587.93
36,94527.677
37,94467
38,94406.995
39,94343.705
40,94275.806
41,94204.807
42,94130.8
43,94051.627
44,93966.388
45,93874.62
46,93776.53
47,93670.778
48,93555.348
49,93429.058
50,93293.128
51,93146.984
52,92989.808
53,92820.613
54,92639.093
55,92445.181
56,92238.279
57,92018.752
58,91787.058
59,91544.098
60,91286.145
61,91011.83
62,90721.011
63,90411.689
64,90080.556
65,89725.639
66,89343.847
67,88934.402
68,88500.5
69,88038.607
70,87543.513
71,87008.158
72,86426.804
73,85788.603
74,85084.725
75,84310.514
76,83459.728
77,82525.914
78,81502.279
79,80360.049
80,79067.98
81,77594.287
82,75894.041
83,73968.943
84,71805.004
85,69375.69
86,66672.39
87,63685.114
88,60384.741
89,56742.78
90,52744.939
91,48442.165
92,44038.225
93,39691.511
94,35460.424
95,31354.557
96,27368.838
97,23529.852
98,19982.564
99,16737.108
100,13757.396
101,11019.03
102,8515.354
103,6387.65
104,4636.963
105,3267.206
106,2215.844
107,1442.22
108,897.826
109,532.664
110,299.99
111,159.664
112,79.899
113,37.389
114,16.27
115,6.542
116,2.412
117,0.807
118,0.242
119,0.064
120,0.015
