0,100000
1,99243
2,99200.02778
3,99165.01017
4,99137.04564
5,99114.04584
6,99095.01595
7,99076.98065
8,99057.95787
9,99038.93875
10,99020.91366
11,99003.88206
12,98986.85339
13,98967.84792
14,98942.80905
15,98908.77273
16,98858.72489
17,98792.68726
18,98714.64104
19,98625.60043
20,98531.61023
21,98436.62576
22,98340.65005
23,98243.68617
24,98147.70209
25,98050.73216
26,97951.70092
27,97847.67621
28,97734.66215
29,97609.65951
30,97472.61555
31,97321.63047
32,97163.67746
33,97000.63681
34,96840.68276
35,96684.67242
36,96532.68412
37,96381.707
38,96229.71305
39,96072.66616
40,95911.64837
41,95739.77469
42,95567.06014
43,95391.69459
44,95209.68723
45,95014.41216
46,94806.90069
47,94589.22404
48,94356.34537
49,94107.33898
50,93841.57985
51,93555.7384
52,93246.34957
53,92908.6113
54,92536.79103
55,92126.57544
56,91676.16861
57,91183.50088
58,90647.889
59,90064.84178
60,89425.20127
61,88719.90471
62,87944.58146
63,87096.6198
64,86173.74402
65,85173.35303
66,84091.39592
67,82927.6551
68,81682.3305
69,80358.17824
70,78951.1869
71,77456.64093
72,75869.70927
73,74192.76108
74,72429.57012
75,70584.71654
76,68654.36571
77,66584.64255
78,64334.08163
79,61870.85831
80,59197.66601
81,56351.08704
82,53376.36951
83,50307.8154
84,47159.75354
85,43881.3018
86,40526.53239
87,37096.083
88,33635.46361
89,30190.78851
90,26787.50169
91,23485.05812
92,20288.85913
93,17257.60213
94,14433.46458
95,11851.30333
96,9525.520605
97,7477.105026
98,5719.753555
99,4253.803598
100,3068.842799
101,2141.997034
102,1442.388673
103,932.4999499
104,576.8621865
105,340.4582938
106,191.1356694
107,101.7730542
108,51.24883917
109,24.336895
110,10.86844358
111,4.553160542
112,1.770359882
113,0.635895566
114,0.209928839
115,0.06333868
116,0.017354038
117,0.004286066
118,0.000945909
